# GLP (2015) small/medium-VAR panel: the Stock-Watson (2008) US quarterly dataset exactly as
# Giannone, Lenza & Primiceri's own web replication code consumes it (their DataSW.mat / loaddata.m:
# y = [log(YQ)*400 YMQ]/100 -- annualized log-levels, 4*log, for the six quantity/price indexes;
# the federal funds rate quarterly-averaged from monthly and divided by 100). 1959Q1-2008Q4, 200 quarters.
# Columns (short names from their ShortDescr):
#   rgdp_4log   = 4*log Real GDP, quantity index (2000=100), SAAR                     [BEA]
#   pgdp_4log   = 4*log GDP price index (2000=100), SAAR                              [BEA]
#   cons_4log   = 4*log Real personal consumption expenditures, quantity index       [BEA]
#   gpdinv_4log = 4*log Real gross private domestic investment, quantity index       [BEA]
#   hours_4log  = 4*log Hours of all persons, nonfarm business sector (1982=100, SA) [BLS]
#   rcomp_4log  = 4*log Real compensation per hour, nonfarm business (1982=100, SA)  [BLS]
#   fedfunds_dec = effective federal funds rate, % per annum / 100                    [FRB]
# GLP's small VAR is (rgdp_4log, pgdp_4log, fedfunds_dec); their medium VAR is all seven columns.
# Source: Giannone, D., Lenza, M. & Primiceri, G. E. (2015), "Prior Selection for Vector
# Autoregressions", REStat 97(2):436-451 -- the authors' web replication files
# (GLPreplicationWeb/Data/DataSW.mat, created 2013-07-06), obtained from the public GitHub mirror
# FRBNY-DSGE/BrookingsPC2020 (src/ReplicationFilesVAR/GLPreplicationWeb/), retrieved 2026-08-19.
# The underlying series are US-government statistical data (BEA/BLS/FRB; public domain), compiled by
# Stock & Watson (2008). Redistribution notice kept per the mirror's README: "The VAR code is
# copyright of Giorgio Primiceri. [...] You may reproduce, use, modify, make derivative works of,
# and distribute and this code in whole or in part so long as you keep this notice in the
# documentation associated with any distributed works." Please cite GLP (2015) if you use this file.
1962,2,13.269668570224072,12.279275267626756,12.91862997293151,11.368459139553568,16.52579060069441,16.815485546997373,0.026066666666666665
1962,3,13.306326353125462,12.290032449424162,12.951104337474725,11.438275394964478,16.517430872236428,16.831704766905997,0.028466666666666668
1962,4,13.316083505432722,12.303899844920775,13.007694715657605,11.300013051183374,16.491857649837147,16.859517455403353,0.029233333333333333
1963,1,13.368195013458,12.315143314757107,13.034385652252533,11.517243242146957,16.516143208048124,16.88531829590636,0.029666666666666664
1963,2,13.417820476440095,12.319190594686637,13.07264441817183,11.574576701880826,16.54137016502469,16.898624774563363,0.029633333333333334
1963,3,13.49242600598252,12.326538810218779,13.126651251867862,11.703813515784297,16.55216966995128,16.914977310807025,0.0333
1963,4,13.523434442666499,12.350145256116114,13.16046733626178,11.75431896819873,16.583128051541212,16.949910510263486,0.034533333333333326
1964,1,13.612116145964501,12.364351627482975,13.239105184735303,11.914140994901878,16.65672608724352,16.930740820698073,0.03463333333333333
1964,2,13.658296714815176,12.377420568636301,13.309342132254802,11.896604262081548,16.67409584158541,16.968068646662175,0.0349
1964,3,13.712525531608945,12.396763927688886,13.382738686927587,11.989723320758289,16.699640840246673,17.0113147848088,0.03456666666666666
1964,4,13.723283626912906,12.4151167105485,13.393857820039807,12.020155331497163,16.738264236148492,17.022507576459155,0.03576666666666666
1965,1,13.820342558204079,12.432670811535115,13.48116535586509,12.405590970835089,16.800280045134528,17.026023711206065,0.03973333333333333
1965,2,13.874053169121341,12.450326160201133,13.525202999790794,12.404331156647267,16.83973039214145,17.0271572892109,0.04076666666666666
1965,3,13.954390287771956,12.46790392335742,13.59330639294854,12.544932293366228,16.849162190257704,17.056799392241757,0.04073333333333332
1965,4,14.050000827102444,12.492454171524335,13.704210330641326,12.564694836816656,16.886844632570167,17.094534992983032,0.04166666666666666
1966,1,14.1466409645457,12.51702966463593,13.76269788881742,12.887485335391995,16.94418660112946,17.126669920886165,0.045566666666666665
1966,2,14.16047356336777,12.554305670333886,13.773705543519462,12.814561408901692,16.98322365905036,17.153280672934294,0.049133333333333334
1966,3,14.186728193616545,12.592611544996869,13.819205350987788,12.775216561756709,17.001915949642044,17.175458383707422,0.0541
1966,4,14.218762810477056,12.627661244581525,13.835726222585372,12.794855732176993,16.99112280444596,17.19686206059483,0.05563333333333333
1967,1,14.254058496623228,12.646850820539306,13.859191852287001,12.682438093834838,16.98665998697282,17.238038815338818,0.04823333333333333
1967,2,14.254285202585656,12.671845624266604,13.912386769991786,12.508445406441483,16.96208268951881,17.279540952544128,0.0399
1967,3,14.285897887945247,12.708380150078534,13.932706697928278,12.622039796985524,16.975194061561755,17.295417887479704,0.038933333333333334
1967,4,14.316035131912894,12.752346664193281,13.956710933953781,12.707379065565092,16.993352347375936,17.308750351380393,0.04173333333333333
1968,1,14.397569150449602,12.795182236136036,14.050835763217954,12.794365926261976,17.00043290481999,17.3808800210968,0.04786666666666666
1968,2,14.46491245146326,12.83966321398676,14.111907458773125,12.95251712716035,17.038644964134104,17.408640140270354,0.059800000000000006
1968,3,14.492026839852914,12.878222375091832,14.186382337406048,12.82008111431104,17.06651924897937,17.42108758946025,0.059433333333333324
1968,4,14.50886717488732,12.933796466870646,14.204097769560997,12.860916735792014,17.09113436700732,17.450814569337854,0.05916666666666666
1969,1,14.571446773121451,12.973805429736966,14.248727204271916,13.116118990751794,17.128438438537977,17.454075674472563,0.06566666666666666
1969,2,14.58284383485023,13.027151959752247,14.273959597745398,13.08435478526054,17.165288330659266,17.455246985011907,0.08326666666666666
1969,3,14.607616871956163,13.085114014644995,14.292302833481173,13.176378433655497,17.184404126618652,17.4718629681021,0.08983333333333332
1969,4,14.588582342518514,13.135357022875409,14.32361764979455,12.956125324287061,17.172235198452544,17.488410213904753,0.0894
1970,1,14.581904022025293,13.190895892743518,14.347608392005887,12.827860695369463,17.156464293922134,17.49849721962848,0.08573333333333333
1970,2,14.589416349141464,13.247569869738884,14.366168884899913,12.84127728874032,17.103385354573934,17.509312455569308,0.0788
1970,3,14.624805166893417,13.279226173786565,14.400957915802662,12.908486934888206,17.08303928898118,17.536248247143806,0.06703333333333333
1970,4,14.581695144740651,13.330103548398144,14.389577795966835,12.667803008013125,17.052352977409036,17.52160125171719,0.05566666666666666
1971,1,14.691101913461512,13.389639003729723,14.465772643396896,13.157635372213761,17.07117416204983,17.568501877405183,0.038566666666666666
1971,2,14.713598932634206,13.442751353295783,14.50248045789898,13.278502911873375,17.084045086290384,17.59415817219238,0.04563333333333333
1971,3,14.745204532396544,13.482540304318062,14.534206866017676,13.331674163635444,17.084100956503878,17.611628449012947,0.05473333333333333
1971,4,14.756617665233469,13.514307150498485,14.600450551735346,13.206392065757603,17.126669920886165,17.61339086551026,0.0475
1972,1,14.827073947798706,13.579912327392954,14.653118220254605,13.478138804613257,17.17513072076319,17.677193337396464,0.0354
1972,2,14.920469448520723,13.60332259102732,14.728023540683058,13.716547001405589,17.20370013294736,17.703552022426244,0.043
1972,3,14.958385329622576,13.639835549322914,14.788977481782256,13.7721714090082,17.22614005364553,17.727503047014565,0.04739999999999999
1972,4,15.023347688955269,13.686613560918152,14.881124869013872,13.791560438616552,17.26771182671099,17.76801595293551,0.051433333333333324
1973,1,15.12364615824172,13.739173324362685,14.952677973300077,14.039130768302384,17.327667400753725,17.810219973453673,0.06536666666666667
1973,2,15.169623154758405,13.805279964261466,14.950583233904432,14.22104937412008,17.36929522128504,17.789384403178097,0.07816666666666666
1973,3,15.148287360021264,13.881276534930146,14.964843837496076,14.061436213092202,17.396205511969715,17.78797900408886,0.10559999999999999
1973,4,15.186269038123415,13.949867267257325,14.952963534606642,14.213498748379564,17.41605155287473,17.774367961328146,0.09996666666666666
1974,1,15.151458763193432,14.030749037402162,14.918357769446892,13.945584021984116,17.39894341590128,17.75150065284304,0.09323333333333333
1974,2,15.163035671740426,14.118362385722218,14.934359515523974,13.929634548347915,17.40941280344956,17.749939972508503,0.1125
1974,3,15.124102170189726,14.24009132795573,14.952201992481543,13.699004538463562,17.395481979059916,17.751926187273313,0.12089999999999998
1974,4,15.108385416674212,14.360653924699115,14.894089590229903,13.735174549460574,17.328823758759704,17.73230459739829,0.09346666666666666
1975,1,15.060212593347114,14.451987325102833,14.928138897711456,12.965835587473835,17.201313562757505,17.758398183724957,0.06303333333333333
1975,2,15.089388237420797,14.510355942683315,14.992836480759724,12.818296160629364,17.16424799719915,17.790180576863673,0.0542
1975,3,15.156527784012109,14.584305327154507,15.049263088748475,13.14314612060331,17.200662432774244,17.782211699714345,0.0616
1975,4,15.208653982269098,14.654759372161106,15.090675919374478,13.256598561499956,17.268725599351225,17.781836302320734,0.05413333333333333
1976,1,15.297660347626515,14.699426367001474,15.16953298851439,13.64907678251682,17.334390621077514,17.82343113120433,0.04826666666666666
1976,2,15.327414492260173,14.742095321202296,15.204991428275285,13.818952594360741,17.335754895467307,17.870568985478016,0.051966666666666675
1976,3,15.346524530013477,14.795814158741644,15.246600125125434,13.824509554082464,17.351671980191274,17.89418218313518,0.05283333333333333
1976,4,15.375062310887287,14.863643172659868,15.298882708101399,13.846786021631834,17.373039273975127,17.9205134760285,0.04873333333333333
1977,1,15.42308025550939,14.929766762956257,15.346006909342437,14.043076072365785,17.41538303062874,17.917021709233627,0.0466
1977,2,15.500855129176593,14.993496103598304,15.367603700785356,14.338517730960548,17.490984817548863,17.926401758279898,0.05156666666666666
1977,3,15.571850010757615,15.04814789892665,15.405523533834337,14.552344139072147,17.533552829252056,17.94950860112683,0.0582
1977,4,15.571442292653558,15.115063443633836,15.465172614887887,14.44237414286157,17.57245972663721,17.963434471239736,0.06513333333333332
1978,1,15.584306134393834,15.181327493711741,15.487802919193747,14.51726082960422,17.590861678220556,18.01573793962886,0.06756666666666666
1978,2,15.738893563795688,15.257640706244583,15.572257687307394,14.784711026380192,17.706183145113485,17.99723818115433,0.07283333333333333
1978,3,15.77811566793762,15.326114116223318,15.589667412155135,14.905086293323997,17.73970954563734,18.00181562883824,0.081
1978,4,15.830432154594519,15.406883326479056,15.622007153751522,14.992553751955432,17.787932148947387,18.017729211262836,0.09583333333333333
1979,1,15.838220943493848,15.478882996776957,15.642888638780391,14.99556849608043,17.81622622527332,18.03622273120969,0.10073333333333334
1979,2,15.842033444973877,15.574784354941047,15.641366370582432,14.984440350272832,17.832430636316868,18.015383831979904,0.1018
1979,3,15.87073897701219,15.656243709814843,15.68075827237816,14.904797293384078,17.86579281067204,17.9976383612357,0.10946666666666666
1979,4,15.882450467353227,15.734198543889704,15.692247410173449,14.830019672948403,17.87359706416915,17.99786066620483,0.13576666666666665
1980,1,15.895180815282988,15.821019575280589,15.685912656795603,14.798288334610717,17.864092218311733,17.988691454703044,0.15046666666666667
1980,2,15.813657751151585,15.908395528657335,15.595670008998663,14.421991380699541,17.793691217254256,17.995236679986725,0.12686666666666666
1980,3,15.806974374492313,15.99808372280251,15.638961609082376,14.106736006814286,17.775308142317314,18.004168974931243,0.09836666666666666
1980,4,15.88048835124717,16.10889974046732,15.691851781865921,14.495976824827675,17.824359851895753,18.015295300169313,0.1585333333333333
1981,1,15.960748105590001,16.211728462566214,15.708907356681674,14.879477083202723,17.846353830040268,18.010112776064847,0.16569999999999996
1981,2,15.929403941044702,16.281709928647818,15.709852759664095,14.686119263115293,17.84778503139902,18.007807274942486,0.1778
1981,3,15.977507545742874,16.354714162381896,15.725655132880313,14.927659987710047,17.84640000581992,18.016357552593288,0.17576666666666665
1981,4,15.927315518688436,16.424038375010415,15.695331968750015,14.768496737115301,17.83094757563343,18.00443530424754,0.13586666666666666
1982,1,15.861193337148025,16.48024416290695,15.721572939132093,14.32695831422413,17.766037713528227,18.055507710166804,0.14226666666666665
1982,2,15.882601359503077,16.529771403283036,15.735685896517047,14.322392040113785,17.781507800698574,18.046601609869548,0.14513333333333334
1982,3,15.867483897868505,16.58477414209942,15.766404899827608,14.276327562633362,17.753060724484286,18.040711822529932,0.11006666666666666
1982,4,15.87104164045059,16.627148553603234,15.838373513342251,13.907321523387969,17.716738060046566,18.049060446390442,0.09286666666666665
1983,1,15.920072183655815,16.66126190437072,15.877392288189663,14.045823530328697,17.7400889173033,18.0629070522469,0.08653333333333332
1983,2,16.009282573635705,16.690219291034644,15.95615840230671,14.416117504790172,17.78451024032162,18.05064032923634,0.08803333333333335
1983,3,16.087453884430712,16.730764634082668,16.02656814941553,14.673788514397767,17.862436893660558,18.034020354789956,0.09459999999999999
1983,4,16.16848404287254,16.759830905700188,16.089173790579,15.068358858601988,17.936572576916227,18.039876000974793,0.0943
1984,1,16.24597672803997,16.809087124308963,16.123488557066107,15.470779486314413,18.012594138234967,18.034681195049846,0.09686666666666666
1984,2,16.314215505263107,16.844893942353636,16.180407182574598,15.602796526786811,18.065355889125904,18.037763673514956,0.10556666666666664
1984,3,16.352903524855694,16.87738370953961,16.21117254025546,15.696359626585139,18.083631017824334,18.06172582715478,0.1139
1984,4,16.38563638508392,16.90102343489573,16.26357458419234,15.632461522388517,18.109958744414296,18.057523088421448,0.09266666666666666
1985,1,16.422456617921327,16.94684721403609,16.33023485801891,15.495040933211255,18.14255153328005,18.071951541203717,0.08476666666666667
1985,2,16.456458036982895,16.967723546367186,16.366429946048857,15.564504718860643,18.16836772590153,18.068589554377336,0.07923333333333332
1985,3,16.518525060974714,16.986888970571933,16.44159336517664,15.520560418241676,18.179217122806595,18.098529423046443,0.079
1985,4,16.549105318422452,17.01103029585752,16.450636619356175,15.674564230918886,18.1980801835837,18.129666722980645,0.08103333333333333
1986,1,16.58717874889208,17.031518567723996,16.48388105815839,15.665733063666773,18.192367075793253,18.162867978172688,0.07826666666666666
1986,2,16.60302560459217,17.05077584579669,16.52604754625416,15.575761991509522,18.18295440887466,18.217948926483842,0.0692
1986,3,16.64115338206454,17.07627152373503,16.594825907632444,15.448136492332296,18.203109424630185,18.233823463051994,0.06206666666666666
1986,4,16.66126190437072,17.10444163632933,16.620190449342022,15.453935239053937,18.233362394525173,18.273775836062278,0.06266666666666666
1987,1,16.6875057122445,17.135118586667335,16.621946788657354,15.575110260347182,18.280989693595302,18.23386537573739,0.06219999999999999
1987,2,16.731252840838835,17.156574028775303,16.67626176699126,15.580646593410938,18.303748122871262,18.230469024514175,0.06649999999999999
1987,3,16.767397207657375,17.186419610479547,16.720926785505608,15.58454998479169,18.331575606894653,18.233697722360724,0.06843333333333333
1987,4,16.836640946602728,17.213448573960797,16.730703604048262,15.8848640589638,18.372633326619383,18.249676995681835,0.06916666666666665
1988,1,16.85614754056042,17.246631268027997,16.79673977053216,15.652809239101357,18.376194277790322,18.28479866566775,0.06663333333333334
1988,2,16.90669259372637,17.285708050179807,16.82527265260069,15.748969234243969,18.432981810020078,18.287280825226148,0.07156666666666667
1988,3,16.927953283200317,17.33229082838382,16.858512690151127,15.77462928880563,18.443893260860165,18.28976144546069,0.07983333333333333
1988,4,16.980415133052837,17.36408932747926,16.905173813405533,15.827450075603352,18.488030548711038,18.276803923793285,0.08469999999999998
1989,1,17.020805110695576,17.40565110422418,16.920044694574536,15.977728566675456,18.527170570192794,18.250762273477864,0.09443333333333331
1989,2,17.046943078160872,17.444335430615826,16.938860060277506,15.930969542563194,18.543107930323966,18.200532200232733,0.09726666666666667
1989,3,17.075375754839662,17.47338391922185,16.976743881845042,15.883732869227464,18.552098091436154,18.20332059891765,0.09083333333333332
1989,4,17.085497458281147,17.499655596146713,16.995009407403774,15.842033444973877,18.552639955254993,18.220935460928292,0.08613333333333334
1990,1,17.131421040167467,17.547509403617482,17.027383966266996,15.881846841826267,18.562110709076578,18.23353006195685,0.0825
1990,2,17.141622384277824,17.593863074502615,17.040678747579985,15.882299569511046,18.54128418375434,18.28190086476482,0.08243333333333332
1990,3,17.141897735522864,17.62946151975594,17.057080644658885,15.786934252414165,18.514413877483317,18.27713562969473,0.0816
1990,4,17.111550379730943,17.66034632920082,17.02834720047213,15.526667541652987,18.49463289640089,18.2495517523706,0.07743333333333333
1991,1,17.09113436700732,17.707139488062623,17.0113147848088,15.359185357723186,18.452275635125787,18.260932865537562,0.06426666666666667
1991,2,17.11698448511777,17.732494639207523,17.04609712007494,15.340395054459657,18.427435038179965,18.316700902844023,0.058633333333333336
1991,3,17.136276815963463,17.759861198377312,17.06337552153589,15.438706100223747,18.42260028329977,18.335663622212614,0.056433333333333335
1991,4,17.154982578682628,17.78000573534108,17.05989208170004,15.587475030625875,18.41763958816673,18.350223849555334,0.04816666666666666
1992,1,17.1962102055225,17.806490630247136,17.125287722209,15.498198259618382,18.3981775633461,18.403363311307448,0.040233333333333336
1992,2,17.234596659476423,17.82723751647027,17.148225588330618,15.752633916131087,18.414195489476764,18.40846210103545,0.0377
1992,3,17.273630762382776,17.844598755305974,17.187835289135272,15.794885236843278,18.421640628770795,18.443256913492707,0.03256666666666666
1992,4,17.317455928362303,17.865563043139282,17.23405855494881,15.921566728584278,18.448583198898067,18.4272353706264,0.030366666666666663
1993,1,17.322301732331212,17.897010069863832,17.2483475458768,16.01184000168099,18.483032245318974,18.414155424370968,0.0304
1993,2,17.342516922278026,17.918609253833285,17.283635690233616,16.04305463225103,18.53001284822292,18.40071097786019,0.03
1993,3,17.36299522844345,17.9364822834625,17.327089096367462,16.04312710980564,18.548574186256864,18.400188341157282,0.030599999999999995
1993,4,17.41646289565217,17.95589356634232,17.362578350080362,16.24466754566435,18.581215774910948,18.388310114362547,0.029900000000000003
1994,1,17.456926962127824,17.981331993212745,17.40668205863593,16.413085068154487,18.597131042425648,18.42240037425834,0.032133333333333326
1994,2,17.508759827129417,17.998349693652106,17.435390254405824,16.640154661669854,18.66430848356645,18.392501719445544,0.0394
1994,3,17.53110541425771,18.02250422260682,17.463944686219325,16.569108863909612,18.71178623067833,18.35864212274869,0.044866666666666666
1994,4,17.57774723566887,18.04159144605461,17.503732427141287,16.750914583477307,18.735777588609267,18.363148982482553,0.05166666666666666
1995,1,17.588843079995687,18.067715848550613,17.510065916783983,16.79049164670241,18.762895337363,18.37012256976651,0.0581
1995,2,17.595977460365795,18.08241236812229,17.543028670300195,16.68225835253404,18.765171339370017,18.361931412944855,0.0602
1995,3,17.62843766016538,18.099353079324587,17.57774723566887,16.644085681945523,18.80635536845826,18.36761023594875,0.057966666666666666
1995,4,17.65758805881733,18.118940719472004,17.604963414390745,16.755223588043705,18.810276367900897,18.38641438928786,0.0572
1996,1,17.68571048015476,18.143366175403077,17.640074704824123,16.810104380266516,18.80392096333627,18.394837438903416,0.053633333333333325
1996,2,17.75074403539366,18.156762508216463,17.683402538125854,17.010973395639162,18.83689539233868,18.398579799781015,0.052433333333333325
1996,3,17.784135058592696,18.175901606639595,17.70881253823669,17.205651722718542,18.868026748453012,18.406937160208763,0.053066666666666665
1996,4,17.83062308279817,18.192494122435264,17.741985236110004,17.190937140197796,18.91708400065904,18.39209887130888,0.05279999999999999
1997,1,17.861424969043544,18.213949368207025,17.784979168001787,17.27405701416478,18.961845117722255,18.394756919553608,0.05276666666666666
1997,2,17.921782454058633,18.227741470342597,17.8035513233014,17.5317548743954,18.98393499651717,18.41691897564414,0.055233333333333336
1997,3,17.971274492565644,18.238221898908876,17.868686751323203,17.611187723529387,19.00631820173119,18.437485394930558,0.05533333333333333
1997,4,18.00066065076369,18.25172208152086,17.90984722666543,17.676181624404407,19.026067753930462,18.485906049049603,0.05506666666666666
1998,1,18.04466860598789,18.26139076720368,17.95373640834563,17.87946317582877,19.04896923411438,18.555116112647436,0.0552
1998,2,18.071034915908488,18.26920863017678,18.01675582453591,17.815295613973827,19.06605970558236,18.598011244110197,0.055
1998,3,18.11682658872421,18.28314303650504,18.064787542739683,17.905663744217357,19.072420115927425,18.645143336458315,0.05533333333333333
1998,4,18.177134619505644,18.294759355043645,18.11837993653183,18.002126527502085,19.127436973321363,18.648998831309036,0.0486
1999,1,18.210957611200474,18.31012695473654,18.15817229019546,18.112162922684362,19.128610057745764,18.70746958979648,0.047333333333333324
1999,2,18.243911740782835,18.32764717764356,18.220052351960625,18.115143114267127,19.156195452695755,18.694379584407734,0.047466666666666664
1999,3,18.29034003556161,18.340767773089706,18.261682131883124,18.212264146522788,19.1830630076038,18.697852049936163,0.05093333333333334
1999,4,18.360794680231784,18.359210835427877,18.310825949932724,18.357870169043203,19.195770389804274,18.749248907920542,0.053066666666666665
2000,1,18.370932663537634,18.39226001543218,18.374049993722487,18.286081307092545,19.212114997169003,18.85053395695048,0.05676666666666666
2000,2,18.43326094052866,18.411871049731566,18.399223293955764,18.54124537160031,19.21382124386236,18.83029333175508,0.06273333333333332
2000,3,18.428672754603056,18.430309146382058,18.43760489006363,18.437087052036667,19.213033835826614,18.87178058635716,0.06519999999999998
2000,4,18.449417272805995,18.448066780260596,18.471160869376774,18.414195489476764,19.19675888211142,18.866846242883994,0.06473333333333332
2001,1,18.444489744589692,18.480511046484285,18.48759787176787,18.267588095066394,19.189933307638793,18.894123330291748,0.05593333333333333
2001,2,18.456757561633005,18.511247665875665,18.49761609641356,18.188045087258235,19.147532897355656,18.889750132577834,0.04326666666666666
2001,3,18.44266024588021,18.526858964840816,18.5151952724712,18.077054611915866,19.100191890230818,18.900230689601987,0.03496666666666666
2001,4,18.458422131098306,18.54365101329042,18.58248364638629,17.819760574962068,19.05354749641218,18.933936967802765,0.021333333333333333
2002,1,18.485473142227455,18.560334235733098,18.596518613954185,17.947122865951478,19.018703234028173,18.98247539615345,0.017333333333333333
2002,2,18.507178728339017,18.57540917032174,18.6198774589623,17.96598976599806,19.026067753930462,18.992924115314974,0.017499999999999998
2002,3,18.530674458759606,18.590887534835534,18.642230352270598,18.022150713476112,19.013946949917443,18.992126670602556,0.0174
2002,4,18.532697529590756,18.613021359165383,18.656246167442806,18.01210684927755,19.01894434416822,18.966698618555604,0.014433333333333331
2003,1,18.544659400361258,18.644008659786277,18.67674678360603,17.998927558110555,18.995869814943433,18.981988744317476,0.0125
2003,2,18.5787557265934,18.65662327334385,18.712418450655008,18.031023175524197,18.98424769874229,19.052352187138357,0.012466666666666666
2003,3,18.650962948440096,18.676934377109703,18.769169560677977,18.193679696547616,18.990288475123208,19.074662554127986,0.010166666666666666
2003,4,18.677121961815956,18.698934245493636,18.791653750743944,18.28248059291474,19.0096338346111,19.09401073560772,0.009966666666666665
2004,1,18.706315215501228,18.735186025773125,18.835128695447196,18.30333623581033,19.027202198511425,19.058461585790965,0.010033333333333332
2004,2,18.740543870503892,18.772174764953323,18.85932576079044,18.491097279745794,19.029916683743913,19.078872223174873,0.0101
2004,3,18.775909797631606,18.79489711728083,18.89376796426451,18.567859527266272,19.05218139950848,19.10734065037407,0.014333333333333332
2004,4,18.801085012083096,18.826464197533287,18.935097841104234,18.630177583903325,19.078159606895642,19.11343397876995,0.0195
2005,1,18.83040165015703,18.86605904557224,18.952400591157396,18.717472616368227,19.08680422750289,19.118947001635917,0.024699999999999996
2005,2,18.856170111836136,18.886725207945577,18.98803293054463,18.664985881981828,19.10892378829194,19.11383762843602,0.029433333333333332
2005,3,18.893945651224534,18.926753171666437,19.02479541819504,18.703893671133965,19.116964533001923,19.111482430951966,0.03459999999999999
2005,4,18.90700178997144,18.963556736232107,19.03846043294435,18.81922941798517,19.144663456773493,19.10892378829194,0.039799999999999995
2006,1,18.954046242241308,18.998328678835303,19.0801953166813,18.87934904386487,19.183525802222675,19.134938775617336,0.04456666666666667
2006,2,18.980493657658933,19.02527689012409,19.107643852951437,18.87513817908902,19.18795270103757,19.112088185622483,0.04906666666666666
2006,3,18.98841472750703,19.05242050014857,19.129682291096966,18.820206877590635,19.207090469097153,19.09488951478419,0.05246666666666666
2006,4,19.003345611638974,19.073983160145787,19.16610105541786,18.65809364675042,19.225646510538226,19.197022438809153,0.05246666666666666
2007,1,19.003864245730384,19.114308501569887,19.203967485009557,18.55762939202795,19.223225341595956,19.202026719438162,0.05256666666666666
2007,2,19.050609811073603,19.134303007821817,19.223487160253903,18.617364919978165,19.232444119939128,19.169983471614014,0.0525
2007,3,19.09711939523926,19.149433602236133,19.243465656393987,18.651869138857233,19.21749376660225,19.18560771564721,0.05073333333333333
2007,4,19.09539641496355,19.177405976519022,19.25296283121912,18.52487190987834,19.215395595077798,19.18045051965363,0.04496666666666666
2008,1,19.104071340833674,19.20337548685025,19.261562368047247,18.464836132413232,19.19850462175219,19.17488917013073,0.031766666666666665
2008,2,19.131926349216638,19.21447729884124,19.273700018207723,18.34276682460179,19.18088054003866,19.142560117674286,0.020866666666666665
