# Uhlig (2005) monthly US macro dataset, 1965:1-2003:12 (T = 468, 6 series).
# Columns: y = real GDP (quarterly, interpolated to monthly), yd = GDP deflator, p = commodity price index,
#   i = federal funds rate (percent), rnb = nonborrowed reserves, rt = total reserves.
# All series except the federal funds rate are 100*log of the original series (the paper's transformation).
# Source: Uhlig, H. (2005), "What are the effects of monetary policy on output? Results from an agnostic
#   identification procedure", Journal of Monetary Economics 52(2):381-419. Obtained verbatim from the
#   `uhligdata` object of the R package VARsignR 0.1.3 (Danne, CRAN, GPL >= 3); the numbers themselves are
#   the underlying US macroeconomic series (FRED/BEA US-government statistics; commodity price index from
#   Global Financial Data via the RATS replication archive), with quarterly series interpolated to monthly
#   per Bernanke-Gertler-Watson (1997) and Bernanke-Mihov (1998). Redistributed with attribution;
#   please cite Uhlig (2005) and VARsignR if you use this file. Retrieved 2026-08-18.
1970-11,822.6174893280646,333.1847303527362,2020.6246773366204,5.6,264.29782043584953,267.20775406433927
1970-12,824.2071901009315,333.79025312898415,2020.3308041543703,4.9,265.50009800123945,267.8140670696066
1971-01,825.5693353224675,334.3215099123808,2020.0726626204453,4.14,265.60549059838297,268.12954637933905
1971-02,826.072292317719,334.70931226689544,2019.4908832649471,3.72,267.3320720581112,269.5910141208041
1971-03,826.2024774624548,335.1656936102019,2017.3063129135182,3.71,267.26993237992843,269.44920365033596
1971-04,826.2223519435576,335.55024224000255,2017.9496168465846,4.15,268.1432403197918,269.18530661996385
1971-05,826.4486937852878,336.03753871419,2018.6117370403288,4.63,268.7711430106679,270.68494805256915
1971-06,826.8608747620075,336.4879118988044,2019.2791689009746,4.91,267.8552730313187,271.18429993409063
1971-07,827.1709445904568,336.7985247456042,2017.3503506360187,5.31,266.0399387626204,271.6349003916905
1971-08,827.0686331096026,337.0738174177447,2017.3503194448738,5.56,266.58383522929006,272.06373166076816
1971-09,827.6610966464359,337.2797907140457,2015.8172569975156,5.55,270.3238644104988,273.5859901741477
1971-10,827.5855119109531,337.4168709274236,2015.534053290974,5.2,269.82691892471047,272.2018850329606
1971-11,827.4433495416885,337.7587516023022,2015.3555863711265,4.91,269.8942182071483,272.438276238977
1971-12,827.7289978286686,338.26939100975954,2018.4474697982694,4.14,271.4959609403145,272.32671669070703
1972-01,828.6743011586256,338.94621254437345,2021.6610073881275,3.5,273.09200151929576,273.2352493625175
1972-02,829.2848919525509,339.5179309336593,2022.5776307512383,3.29,272.9876922328317,273.19620211485227
1972-03,830.0781927315405,339.68546322280184,2025.0454413533348,3.83,273.3197994634862,273.9548868161581
1972-04,831.2245585218509,339.7858480396641,2027.2756002999436,4.17,274.30311699974555,275.0534812708365
1972-05,831.7209371112435,339.95293245614585,2029.6145788969877,4.27,274.9064177192824,275.6141708569464
1972-06,832.0966606251037,340.2196881995239,2027.9490841956751,4.46,276.05793981140505,276.68849868231024
1972-07,832.1621031857811,340.5189402931693,2029.8855266571138,4.55,274.70785880696883,276.2222679990603
1972-08,832.7170053435244,340.8834808791367,2033.3310138745187,4.8,274.8744187429766,277.32135270086235
1972-09,833.0087408441282,341.4113606928702,2034.5082596169623,4.87,273.8191358014197,277.25887222397813
1972-10,833.5244365149629,341.83822064162564,2036.0739133382006,5.04,274.9639900861373,278.45790500913336
1972-11,834.1569950729573,342.32849781261604,2038.830919123685,5.06,276.2096369519297,279.977821502874
1972-12,835.0715849495906,342.62151446374435,2045.5791747531566,5.33,274.69503500597665,281.2109871026988
1973-01,835.8764708154275,342.94608469350146,2047.9368227369087,5.94,274.39320129899767,281.5887646634929
1973-02,836.9576783327365,343.3987204485146,2049.37390561016,6.58,271.6018370751387,281.6246691579244
1973-03,837.4400761749547,344.0097530619712,2053.7061275036444,7.09,271.4628516462333,282.8673643425949
1973-04,837.7107796736021,344.4895236927875,2056.8724122341687,7.12,270.93826463359886,281.72632860755266
1973-05,838.1226836676162,344.93524235492026,2065.3371280492297,7.84,269.6584722992932,281.3730665570957
1973-06,837.8969665072068,345.5685566946225,2070.395306005393,8.49,270.10255861652456,281.815942378224
1973-07,837.4776728917972,345.91517749227114,2078.0437634030136,10.4,271.0380816440492,283.2507212451025
1973-08,837.1084752568881,347.16558453107166,2096.6096714792275,10.5,268.3142565396025,282.1140762821947
1973-09,837.5417623056362,347.66140209469097,2100.199341228797,10.78,270.02196219870217,281.75023346632895
1973-10,838.2044491655304,348.33916192881424,2097.7529378979993,10.01,273.74795451262133,282.8732732857821
1973-11,838.5082503398545,348.8902962081261,2093.9117829338775,10.03,274.63089132193005,283.1918388315776
1973-12,838.2687610138287,349.4384096388273,2101.5448392016797,9.95,275.5124608488139,283.4447875825836
1974-01,837.6368985038397,350.0741011998417,2106.3490524309764,9.65,278.32195145958065,284.61876362739736
1974-02,837.302254497132,350.7657292763283,2109.5466293962927,8.97,276.8392430108372,284.0539384148289
1974-03,837.4313092640392,351.54185257521783,2106.5399730384725,9.35,276.1085310981352,284.08896877483215
1974-04,837.6792545113144,352.1938999358284,2105.2620230288485,10.51,274.4767784037373,285.059088788432
1974-05,837.9318666747146,353.13480661272007,2104.376634471507,11.31,269.6854428341475,285.7791172440768
1974-06,837.6230828824948,353.97992310997836,2107.854847207291,11.93,266.45161990784817,285.45718537649776
1974-07,837.0422545357187,354.87549460197704,2112.369883855053,12.92,265.21850682608147,286.1400560758699
1974-08,836.4717774219273,355.9909072816976,2113.6619217332145,12.01,264.29782043584953,285.59528310257053
1974-09,836.8003850435006,357.17836822376887,2113.282362526845,11.34,264.63166312968485,285.5607765459825
1974-10,837.314497608376,358.0458705159516,2119.930906603599,10.06,274.3159911548969,285.3534867844191
1974-11,836.4293728490537,359.0163481174779,2129.145935927556,9.45,278.50729687282814,285.95115536426994
1974-12,835.3824489199169,359.8133840807191,2118.503307757548,8.53,282.2746997737023,286.5053949911875
1975-01,835.4596611844951,360.6312730456974,2109.8621229754963,7.13,282.5773975743435,284.91445887111473
1975-02,835.0080195926953,361.2808017162641,2104.787679158126,6.24,284.0422589006834,284.90287943617824
1975-03,835.0574103037559,361.79203651734423,2095.052610295083,5.54,285.26121989591735,285.87090773873234
1975-04,835.5198830190819,362.2472521916337,2093.6591591024485,5.49,285.5722800545652,286.20865886840727
1975-05,835.8070839952013,362.62058595858775,2084.4385079049866,5.22,285.0012619204585,285.37654021083665
1975-06,836.3834531191966,363.2838063230312,2081.154362003855,5.55,286.1514931434183,287.4411738317435
1975-07,837.0193217576134,364.02142821326555,2090.864994932593,6.1,285.2496805467238,286.9715432970504
1975-08,837.5339262362047,364.51887654892033,2099.2982086144143,6.14,285.9282340416093,287.1302195175814
1975-09,838.1943752366208,365.169666298622,2097.172042422198,6.24,285.86517330056233,288.11067477126875
1975-10,838.3856065634975,365.7646751682838,2093.779914628712,5.82,285.6297777562413,286.71599927542275
1975-11,838.7002498150852,366.3818023518565,2089.278976902383,5.22,287.8580288743133,288.1947484247371
1975-12,839.5682968418715,366.842161221154,2090.286042894935,5.2,287.31125600060807,288.0433649190528
1976-01,840.5671512489366,367.1478939433769,2092.882007936717,4.87,286.4312934687156,286.88075799803244
1976-02,841.326942092338,367.40195912069123,2095.0320211014523,4.77,287.49760724181914,287.95354791514796
1976-03,841.4400487217986,367.7059877308594,2096.551067163342,4.84,288.0377537190962,288.3403088580071
1976-04,841.7454620747011,368.034312309165,2099.1214632697206,4.82,287.21512117826364,287.46375101759327
1976-05,841.9013498494302,368.5122405236224,2104.2472302870824,5.29,288.06580657085254,288.703285663065
1976-06,841.9161311143142,368.91294228691436,2109.6383357764366,5.48,288.03214220426634,288.7367248875866
1976-07,842.1525547729311,369.31204483711906,2110.998411620701,5.31,287.4355287387391,288.177939347796
1976-08,842.4158620449005,369.80869348648497,2104.6305038706573,5.29,288.77572318886916,289.3311875954521
1976-09,842.4277143389917,370.4014341698207,2105.028157290311,5.25,288.7478688113737,289.08716329378154
1976-10,842.4180570201631,371.11300630487557,2106.879203391816,5.02,288.942686718306,289.4640411992718
1976-11,843.0641345189807,371.64946211469095,2109.4722629059097,4.95,290.5150895322753,290.9084466828319
1976-12,843.6514448181628,372.20724214697003,2111.482618708387,4.65,290.88118015232897,291.16982779439815
1977-01,843.5184552565731,372.6416057642662,2116.364470427531,4.61,290.97930488763353,291.349131817008
1977-02,844.2437317111546,373.38528197566677,2121.166356521325,4.68,290.29040112427964,290.684641354555
1977-03,844.9734143021001,373.8383649017025,2129.767289273627,4.69,290.6955703163145,291.2622366830985
1977-04,845.5166712457074,374.38410121879105,2128.795058454243,4.73,291.26766984166653,291.66349521952884
1977-05,846.1479615647825,374.7148362237912,2126.722437306055,5.35,291.1208708483337,292.23548037492156
1977-06,846.904442150952,375.0679855019383,2122.307259537955,5.39,290.186105794392,291.6201934597183
1977-07,847.6748209151264,375.39647007698704,2116.1184259652123,5.42,291.37084380754004,293.10870800604596
1977-08,848.001040028852,375.91048990034335,2110.785392880923,5.9,288.24515870950245,294.01667081042825
1977-09,848.2206223302998,376.5145809567386,2113.4674513671475,6.14,290.40006829543984,293.77323292560027
1977-10,848.0479413273837,377.39097032985114,2112.852425702941,6.47,287.1188938479391,294.24897121582717
1977-11,847.8886780161562,378.16865037001423,2112.802516271547,6.51,289.867056071086,294.50703587517626
1977-12,847.9294004662158,378.6913194385302,2107.6942019090056,6.56,291.3437030827161,294.3912524824194
1978-01,847.4237672550661,379.12103852113984,2107.37114186338,6.7,293.4175967854885,295.9586826917638
1978-02,847.9169361712113,379.52644448179507,2107.8125975120893,6.78,295.2563778152612,297.35377880442223
1978-03,849.4779879245964,380.0644417444757,2110.584041107806,6.79,294.22260060308497,295.93794440881925
1978-04,851.3412051909578,380.73289343134803,2111.2040023376935,6.89,293.6565962884775,296.56853522016945
1978-05,852.2109088569837,381.4189645079383,2110.836006033072,7.36,291.4684894700669,297.83317588738237
1978-06,852.8692816542499,381.9469023817538,2110.808875342287,7.6,293.24729339148,298.91103972451043
1978-07,852.8706656374128,382.4284091120139,2109.091110621852,7.81,293.3910059910648,300.16149367121466
1978-08,853.1031005709467,382.929335782915,2111.6580965413523,8.04,293.23663979321714,299.1322565065291
1978-09,853.3957875498967,383.68683318273855,2116.1455604464154,8.45,294.09592477066997,299.5432228544989
1978-10,854.0044109127236,384.5669504878125,2117.9660026457964,8.96,293.55575505179206,300.116747604393
1978-11,854.4858940827488,385.1635855413051,2119.9608270952563,9.76,295.3294390856023,298.9311705751068
1978-12,854.7988122539458,385.6510295497887,2117.774178328639,10.03,293.83679561644203,298.33053785458634
1979-01,854.4660487594676,386.15714619320477,2115.860037865685,10.07,293.4813858584574,298.67419817158583
1979-02,854.6561684287967,386.8280082480227,2116.4777716322674,10.06,291.3599884015372,296.5066859243106
1979-03,854.7516749701009,387.618855241893,2116.271598880025,10.09,291.44679867230275,296.6766795260976
1979-04,854.3172780375185,388.4857337355376,2116.71413299806,10.01,292.2462411626216,297.0619572738916
1979-05,854.7720456584968,389.32478501018124,2119.1358892207477,10.24,287.852407264845,297.31287273441376
1979-06,855.0687927020148,390.09620580687215,2125.40329019029,10.29,291.180703861623,298.60858965021856
1979-07,855.3891495198911,390.80149840306075,2123.8517531195243,10.47,293.5026398436596,299.5332193532651
1979-08,855.3827871358458,391.4420130027867,2121.1526659724427,10.94,294.03781134219133,299.61321935753176
1979-09,855.5399929131671,392.07845110967185,2123.1992940357995,11.43,292.675725905046,299.6082212318279
1979-10,855.7234721453306,392.7699484813154,2123.4612504945276,13.77,290.97930488763353,301.43086591269264
1979-11,855.6911857493457,393.41758100692795,2123.347262927572,13.18,291.73382061259787,301.54368568283263
1979-12,855.7805243900204,394.06104622800586,2125.8094957868484,13.78,295.7407159232323,303.1099417391282
1980-01,856.0988042615861,394.7776175133964,2127.577097545707,13.82,296.7949892541539,302.9795478829692
1980-02,856.1238784554913,395.46992797085824,2132.765939641777,14.13,294.5859023058264,302.9263756762783
1980-03,855.9277109376078,396.2716119743664,2126.7215318062226,17.19,288.3626839769683,303.02786173065743
1980-04,854.8742244803096,396.8970285869896,2124.9998155769404,17.61,289.9992001273155,302.6697852810871
1980-05,853.7740639303898,397.6499024612511,2129.371846507398,10.98,296.6354954843314,301.7493765335504
1980-06,853.3780852320269,398.5087576285151,2127.571123612084,9.47,300.54845649966694,302.40767465631336
1980-07,853.4305929692747,399.0649325883336,2128.4602086895084,9.03,301.5583919256592,303.47606605214696
1980-08,853.699385792618,399.911771227908,2132.0274514737266,9.61,301.31791871577116,304.50461101069124
1980-09,854.4012321851776,400.7878491071668,2134.8855222946613,10.87,299.1774451699647,305.55094775898516
1980-10,854.6821894127308,401.7283516085639,2138.850529448305,12.81,298.75488807459715,305.14980514598477
1980-11,855.7088676859482,402.6957543520246,2137.886285221067,15.85,300.0271953596023,309.78374964911444
1980-12,856.6446105643201,403.56555658734214,2130.3350696721177,18.9,301.1851655433874,309.1724039207717
1981-01,857.4635342776667,404.4278584548617,2129.815417492181,19.08,300.9536554530388,307.6067246206265
1981-02,857.7751928709393,405.2654135167892,2127.1399095096876,15.93,302.21794435688395,308.3743150876704
1981-03,857.8237489861998,405.9407992341204,2125.9660664594094,14.7,304.79451450009253,309.4309836914985
1981-04,856.8177137960678,406.5258981327004,2123.899917814206,15.72,303.73059854639195,309.95065317704456
1981-05,856.7808355925688,407.0564033556697,2119.3129518899977,18.52,300.6622756385164,311.09342032426747
1981-06,857.1145248160598,407.6350298849822,2116.282591580136,19.1,301.0078867260913,310.57519185925406
1981-07,857.9905045212402,408.21032757997466,2117.1701350087355,19.04,302.77153194070416,310.58862820458836
1981-08,858.2604456601905,408.74877747588874,2113.5122541877845,17.82,304.14701652278444,310.7094741407452
1981-09,858.0695550923709,409.5344062555184,2108.020168684622,15.87,304.5997539701541,311.29373644546956
1981-10,857.6193907175373,410.08235283198104,2109.598996103895,15.08,304.99836883859064,310.4407290179647
1981-11,856.8929487663972,410.6602459617603,2110.4215140166134,13.31,307.61595226666054,310.62892641186346
1981-12,856.0411672068332,411.1856987306732,2110.653468730937,12.37,308.2231019170608,311.09787615583775
1982-01,854.7357635462472,411.67581570590005,2111.838056419207,13.22,305.1734463669276,312.09983523863883
1982-02,855.4602649852977,412.0824195026479,2112.9679894659444,14.78,303.3124392771054,311.57794108634414
1982-03,855.4024513786045,412.24459923329755,2109.7374083940267,14.68,303.9653460611919,311.1379697079953
1982-04,855.665810551927,412.535861575127,2111.2937143667614,14.94,303.34614903639977,310.62444963514196
1982-05,855.7569006413212,413.147976888436,2110.6500400751793,14.45,305.8002599280116,310.91502405895477
1982-06,855.783981055913,413.8999202762532,2107.7013139522287,14.15,305.2301625041885,310.76313660514
1982-07,855.5461528126089,414.31347263915325,2109.953135628815,12.59,306.7587710654419,309.928114918255
1982-08,855.2324786278525,414.61460607853644,2109.2263967555245,10.12,308.34225866809794,310.6736831596902
1982-09,855.2900045885107,414.86749067671485,2112.258067083177,10.31,307.970570733017,312.1747994136851
1982-10,855.3515477415589,415.4184562578117,2110.65510462864,9.71,310.9596529703038,313.0656445810511
1982-11,855.5269018668465,415.70063233468113,2113.1813987591036,9.2,312.38176133172095,315.0768275653523
1982-12,855.4564117845398,415.87268211513685,2116.8876230658993,8.95,313.40148613539975,316.1246712031565
1983-01,856.3591926969726,416.29373536877125,2122.194256077646,8.68,312.22327571633326,314.5272340823566
1983-02,856.4576652356739,416.5424143903053,2126.1093229538424,8.51,314.9268478916192,317.39202990663387
1983-03,857.1931345455514,416.6510173022286,2119.3981650029023,8.77,316.2136146875571,319.51567382476077
1983-04,858.2859201698972,416.94520347089065,2122.0918800929335,8.8,317.3459961337718,321.4867803470662
1983-05,858.9725923530574,417.2076910762453,2125.076856157688,8.63,317.41713030837207,321.32600860825653
1983-06,859.4415309579903,417.4694914875759,2122.9891975203645,8.98,316.2982492827661,322.9894891350634
1983-07,860.1357853688986,417.9298268102264,2123.410102066671,9.37,317.40039740726627,323.301538842192
1983-08,860.751823879753,418.2660643270669,2125.8181765122345,9.56,317.09452911106507,323.3803845452437
1983-09,861.6768806756966,418.50989254905653,2123.9255165810205,9.45,317.7803799092736,323.61261782747283
1983-10,862.420733907072,418.7227556368814,2120.7371500941813,9.48,320.31528644029646,323.6872901569855
1983-11,862.8564605373894,418.95032153953304,2118.1051188615934,9.34,319.8305703123491,323.4591681308204
1983-12,863.3677606451968,419.25293941308314,2120.873709821385,9.47,320.2461849599946,323.3449116717661
1984-01,864.3690150324474,419.84042321468786,2118.9989154347363,9.56,320.82596724050114,323.67550349554375
1984-02,864.7349143646162,420.2750436065887,2120.116037591241,9.59,323.1081037306563,325.32386034957096
1984-03,865.3495242220082,420.57368501116457,2123.4709289816687,9.91,321.36220479196527,325.11881143354475
1984-04,866.0077211552393,420.87143720375144,2122.727896829097,10.29,319.9325965623485,324.83957914041923
1984-05,866.5818347903322,421.07933748653477,2121.7449386402627,10.32,313.31436293769514,325.5593407803363
1984-06,866.9833588483275,421.30160919395996,2119.970986969834,11.06,312.8382027649455,326.33901941748445
1984-07,867.2722349277365,421.65621949463497,2114.7723440360865,11.23,300.06700625836146,325.89807623645055
1984-08,867.5290359319326,421.89192968037315,2114.630271983556,11.64,289.386564715042,326.1168737058452
1984-09,867.6776516239916,422.0830359494875,2111.330091201917,11.3,293.8262046399441,326.2892710284975
1984-10,867.9094330120572,422.27377769905,2109.6095970242013,9.99,300.8845912699374,326.88462446428406
1984-11,868.3368428467487,422.49341319257024,2111.1589126664576,9.43,308.65322978804295,327.7823747692527
1984-12,868.6865077414845,422.8000947034774,2108.913978996282,8.38,316.5896900077314,329.197757666626
1985-01,868.8524576910289,423.20754579103783,2107.4504722255338,8.35,324.52840381445026,329.82044314784076
1985-02,869.3122695835376,423.70008626236245,2106.542046956019,8.5,327.01391188057426,331.79606897583557
1985-03,869.5255691289809,424.01750104336406,2104.6953628260576,8.58,325.89807623645055,331.83953149010176
1985-04,869.650355244069,424.0895004704789,2106.1272823807167,8.27,328.0046180098005,332.85908458910626
1985-05,870.0219499814431,424.17583141109264,2104.3369696762506,7.97,329.0116834065445,333.86125064705345
1985-06,870.5697263680908,424.34827002258146,2104.953548947271,7.53,332.0059630202516,336.26990741777206
1985-07,871.0202430915033,424.49174207014744,2103.1366229469613,7.88,333.4166869202935,337.28664918940933
1985-08,871.709268048426,424.63500857029703,2101.7034920897395,7.9,335.35465681861496,339.03386383272795
1985-09,872.1639839895598,424.735173134728,2099.804821494501,7.92,335.9159370315257,340.2995763603535
1985-10,872.0285860621591,424.97801305122334,2102.7027807103755,7.99,337.80993304161785,341.7792255233992
1985-11,872.2765671659507,425.2629541187814,2106.3590642883114,8.05,337.2935071944184,343.088562536398
1985-12,872.8868027715263,425.54708557857845,2108.6435573981303,8.27,340.86032239227484,345.1288286802725
1986-01,873.4030500115178,425.77381091305364,2115.432747419252,8.14,342.680014904166,345.15101955357443
1986-02,873.3669767760179,425.8021154702763,2112.4057508207497,7.86,342.72224394863053,345.5527726207203
1986-03,873.2791549214252,425.7454983420831,2114.5230476070833,7.48,344.591577535042,346.9852418311566
1986-04,873.4825584155917,425.9011183777335,2113.3303740537203,6.99,345.54961550695344,348.32995057427803
1986-05,873.7811958142537,426.3243098683914,2112.3350228260265,6.85,347.9299746549118,350.5947711194287
1986-06,873.971414895916,426.66157831625543,2110.8671696834062,6.92,350.2188364802039,352.60957836930226
1986-07,874.5480291972145,426.7176792994939,2110.9612071945216,6.56,352.5360024282578,354.6941395714862
1986-08,874.69484372275,426.8157803514369,2104.351352160399,6.17,353.7358646472694,356.24371600615495
1986-09,874.8528696861819,427.08157053378795,2108.5016368271276,5.89,354.5932444794003,357.4618334224892
1986-10,874.9570777500857,427.2909070138343,2108.0843843001776,5.85,356.8602686691509,359.20381026643804
1986-11,875.1308334097745,427.48589314803513,2106.3235664146086,6.04,359.83254457730834,361.867155907044
1986-12,875.5149687336825,427.763786893635,2103.48890201696,6.91,363.79808186804,365.947638974462
1987-01,875.3431431834455,428.13772265239515,2102.3561522248456,6.43,365.5348523404991,367.0206188848315
