# Gertler & Karadi (2015) monthly US dataset, 1979:7-2012:6 (T = 396).
# Columns: logcpi = 100*log CPI, logip = 100*log industrial production, gs1 = 1-year Treasury
#   rate (percent), ebp = Gilchrist-Zakrajsek excess bond premium (percentage points), and the
#   high-frequency FOMC-surprise instruments (percentage points; empty = outside availability):
#   ff4_tc = 3-month-ahead fed funds futures surprise (the paper's baseline, available 1990:1-2012:6;
#   the paper's baseline estimation uses 1991:1-2012:6), mp1_tc = current-month fed funds futures
#   surprise (1988:11-), ed2_tc/ed3_tc/ed4_tc = 2-4-quarter-ahead eurodollar futures surprises
#   (1984:1-). "_tc" = the authors' tight (30-minute) event window series.
# Source: Gertler, M. & Karadi, P. (2015), "Monetary Policy Surprises, Credit Costs, and Economic
#   Activity", American Economic Journal: Macroeconomics 7(1):44-76 -- the authors' public AEJ
#   replication dataset. Obtained verbatim from the mirror in the Plagborg-Moller & Wolf SVMA-IV
#   replication repository (github.com/mikkelpm/svma_iv, applications/gk/gk2015.csv), and
#   cross-checked column-by-column against the independent mirror in Cesa-Bianchi's VAR-Toolbox
#   (github.com/ambropo/VAR-Toolbox, Replic/GK2015/GK2015_Data.xlsx): shared columns agree to
#   float-print precision (<= 1e-6) and the instrument availability windows are identical.
#   The underlying series are US-government statistics (CPI, IP, Treasury yields), the
#   Gilchrist-Zakrajsek (2012, AER) excess bond premium, and the authors' published futures-surprise
#   series. Redistributed with attribution; please cite Gertler & Karadi (2015) if you use this
#   file. Retrieved 2026-08-19.
1989-01,479.7442,412.79001,9.0500002,.138146,,-.0120248,.0141935,.018064501,.0135484
1989-02,480.0737,412.37219,9.25,-.0040899999,,.0326369,.0027765001,.0071427999,.0267857
1989-03,480.56589,412.65359,9.5699997,.280599,,.1175115,.043675099,.060921699,.061278801
1989-04,481.29971,412.69312,9.3599997,.50670999,,-.063225798,-.0090322001,-.018064501,-.018064501
1989-05,481.78589,412.02301,8.9799995,.227865,,-.0107129,-.0048386999,0,-.0048386999
1989-06,482.1088,412.08481,8.4399996,.408043,,-.0218438,-.055161301,-.050000001,-.038494602
1989-07,482.4306,411.1171,7.8899999,.64117402,,-.024849501,-.036129098,-.038064498,-.048924699
1989-08,482.4306,411.97961,8.1800003,.352247,,-.0130639,-.019677401,-.024838701,-.020645101
1989-09,482.6712,411.72391,8.2200003,.37395099,,0,-.0141935,-.0070968,-.0070968
1989-10,483.15091,411.616,7.9899998,.27453399,,-.0755613,.0129032,.0090322997,.0064516002
1989-11,483.5488,411.918,7.77,.46382201,,-.1908154,-.0455699,-.041698899,-.0211183
1989-12,483.866,412.5047,7.7199998,.40633401,,-.095657498,-.018946201,-.0150753,-.0130753
1990-01,484.81161,411.89691,7.9200001,.121781,0,-.1036358,-.0183871,-.0122581,-.0122581
1990-02,485.203,412.8269,8.1099997,.241804,-.015,-.0105,.015,.0074999998,.0074999998
1990-03,485.67068,413.36292,8.3500004,.34957299,-.0075806002,-.0035000001,.0024194,-.000080600003,-.001371
1990-04,485.90369,413.23141,8.3999996,-.029281,-.0174194,0,-.017419299,-.0174194,-.026129
1990-05,486.05869,413.42429,8.3199997,-.071916997,0,0,-.0103226,-.0103226,-.0103226
1990-06,486.67651,413.74469,8.1000004,.035863999,0,0,-.0096773999,-.0096773999,-.0096773999
1990-07,487.1373,413.59949,7.9400001,.0065279999,-.066451602,-.084439702,-.0158065,-.0096773999,-.0183871
1990-08,487.97672,413.8833,7.7800002,-.26967299,-.0335484,-.053330299,-.0141935,-.0103226,-.0116129
1990-09,488.65829,414.08221,7.7600002,-.051052,0,0,0,0,0
1990-10,489.33521,413.3222,7.5500002,.099413,-.011281,.0074526002,-.0167742,0,-.0103226
1990-11,489.55981,412.10239,7.3099999,.258542,-.0130424,-.0157576,.022440899,0,-.0040107002
1990-12,489.93311,411.40359,7.0500002,.192606,-.095666699,-.1617195,-.065989301,-.0522581,-.010828
1991-01,490.30499,410.96271,6.6399999,.22076,-.1674193,-.23954131,-.1780645,-.12516131,-.0722581
1991-02,490.37921,410.319,6.27,.139982,-.2304378,-.1030241,-.089469999,-.0904378,-.060437702
1991-03,490.37921,409.79779,6.4000001,.095123999,-.0363364,-.024090299,-.065691203,-.044078398,-.0476267
1991-04,490.6015,409.9621,6.2399998,.092675999,-.0321398,-.0288599,-.033451598,-.0343978,-.0895162
1991-05,490.97089,410.96271,6.1300001,.106881,-.19463439,-.1633722,-.2030001,-.1781828,-.1340322
1991-06,491.2655,411.9382,6.3600001,.033201002,-.0090322001,.0087521998,0,.0045161,.0090322001
1991-07,491.41241,411.91199,6.3099999,.115509,.0087096998,0,.017419299,.017419299,.0087096998
1991-08,491.70569,412.06119,5.7800002,.074946001,-.080322601,-.112,-.0993549,-.079032302,-.0670968
1991-09,491.99811,412.92899,5.5700002,.088652,.0016129001,.0182359,-.0080645001,.013613,-.0016129001
1991-10,492.14401,412.71011,5.3299999,.086014003,-.0025806001,-.033457302,-.0109677,.0176774,.0096773999
1991-11,492.58041,412.60211,4.8899999,.095895998,-.1374193,-.111752,-.094032302,-.074677497,-.0746774
1991-12,492.87021,412.23679,4.3800001,.02729,-.1206452,-.1369421,-.1227419,-.1143548,-.064032197
1992-01,492.9425,411.6077,4.1500001,-.038977001,-.1493548,-.1983844,-.172258,-.1706451,-.1009678
1992-02,493.15921,412.38531,4.29,-.013052,0,.0104358,-.0082759,.0082759,-.0082759
1992-03,493.51929,413.1774,4.6300001,-.03771,0,.0021740999,-.0017241,.0017241,-.0017241
1992-04,493.73471,413.88809,4.3000002,-.01459,-.1493334,-.146796,-.1833334,-.1586667,-.1733333
1992-05,493.94971,414.24329,4.1900001,-.096207,-.046799701,-.057143901,-.058924701,-.057462301,-.062795803
1992-06,494.23569,414.2374,4.1700001,-.148848,.0061229002,0,.0122581,.0061289999,.0061289999
1992-07,494.52081,415.09851,3.5999999,-.23342501,-.29032251,-.082761303,0,.0387096,.0387096
1992-08,494.73401,414.59671,3.47,-.063198,-.0054839002,.0080730999,.0041935001,-.0029032,.0054839002
1992-09,494.9469,414.81189,3.1800001,.010572,.0148064,.0149982,-.0031936001,-.0148064,-.0121936
1992-10,495.37119,415.59161,3.3,.00071400002,.0090645999,0,.0070646,-.001,-.0020000001
1992-11,495.65311,416.00839,3.6800001,.050682001,.0019355,-.0216625,.0019355,.0043334002,.0043334002
1992-12,495.79379,416.0321,3.71,.082521997,-.0029032,-.017083401,-.0029032,.0027634001,-.0059463
1993-01,496.1445,416.52499,3.5,.03413,-.0070968,.027485801,-.0070968,-.0070968,-.0283871
1993-02,496.3544,416.89221,3.3900001,-.011742,-.017857101,0,0,.0089285001,0
1993-03,496.49399,416.85461,3.3299999,.00053199998,-.0021428999,0,0,.0010715,.0103226
1993-04,496.84229,417.15521,3.24,.0050229998,0,0,0,0,.0296774
1993-05,497.12009,416.8035,3.3599999,-.010239,-.0083871,-.0108318,-.0083871,-.0083871,-.0125806
1993-06,497.18951,417.0112,3.54,-.092368998,-.0116129,-.0149982,-.0116129,-.0116129,-.017419299
1993-07,497.32791,417.3179,3.47,-.098521002,0,.020872099,-.0077419002,0,0
1993-08,497.53531,417.2778,3.4400001,-.126471,.0045161,.0060878,.0067742001,0,.0090322001
1993-09,497.6734,417.7493,3.3599999,-.038513999,.0084838998,0,.0109677,-.003,.0049677002
1993-10,498.0863,418.48279,3.3900001,-.111725,.0070000002,0,0,-.0070000002,-.0139999
1993-11,498.36069,418.88669,3.5799999,-.169558,0,.0107708,0,0,0
1993-12,498.56589,419.3894,3.6099999,-.200074,-.0032258001,.0123093,0,0,-.025806401
1994-01,498.56589,419.79059,3.54,-.26945499,-.0067742001,0,0,0,-.054193601
1994-02,498.83899,419.8418,3.8699999,-.459178,0,.1458303,.13392849,.125,.1428571
1994-03,499.1113,420.86441,4.3200002,-.350492,0,.0174965,-.000057500001,-.001129,.0010139
1994-04,499.1792,421.39441,4.8200002,-.320025,.052000001,.064997599,.0007956,.0051290998,.0051290998
1994-05,499.38281,421.94199,5.3099999,-.31952199,.092193499,.1385798,.0114625,.017129101,.017129101
1994-06,499.65359,422.60449,5.27,-.36392,.025806401,.0571458,-.036129002,-.036129098,-.036129098
1994-07,499.99109,422.7623,5.48,-.323668,0,-.0416,0,.0083871,.0083871
1994-08,500.39459,423.3295,5.5599999,-.296783,0,.055994902,.0154839,.0067742001,.0016129001
1994-09,500.59579,423.64679,5.7600002,-.42853999,-.0039999001,.047995199,.0118494,.0035053,0
1994-10,500.66269,424.51599,6.1100001,-.32665899,-.026000001,-.078000098,-.017333301,-.0086666001,0
1994-11,500.93011,425.1532,6.54,-.30399001,.0426667,.064000003,.021333201,.016000001,.016000001
1994-12,501.13019,426.19159,7.1399999,-.25307399,.0179784,-.0312749,.022537701,.017870899,.021741999
1995-01,501.3963,426.38641,7.0500002,-.273132,-.0306451,-.1381851,.0061289999,.0061289999,.0122581
1995-02,501.66171,426.32281,6.6999998,-.327196,0,.062229998,.050000001,.060000099,.059999902
1995-03,501.86041,426.48239,6.4299998,-.32960701,.0025806001,-.0012903,.0025806001,.0025806001,.0025806001
1995-04,502.25641,426.43951,6.27,-.25970101,.017419299,-.0087096998,.017419299,.017419299,.017419299
1995-05,502.4538,426.7027,6,-.40186301,0,2.8600000e-06,-.0029032,-.0029032,0
1995-06,502.65079,427.0672,5.6399999,-.18721101,0,7.1499999e-06,-.0070968,-.0070968,0
1995-07,502.78201,426.68149,5.5900002,-.34660301,-.1258065,-.093599997,-.22645161,-.2180645,-.2096775
1995-08,502.97839,427.9903,5.75,-.248873,-.024193499,-.0068935002,-.024193499,-.022580599,-.024193499
1995-09,503.1091,428.35889,5.6199999,-.207413,.0049999999,.0283252,.050645102,.053978398,.042204399
1995-10,503.37009,428.18109,5.5900002,-.17884199,.025,.0250083,.050000001,.0666667,.041666601
1995-11,503.50031,428.43961,5.4299998,-.095936,0,.021328099,.016000001,.0106666,.016000001
1995-12,503.63031,428.82581,5.3099999,-.087709002,-.0209677,-.0192519,.0014195,-.0032472999,-.0027741999
1996-01,504.1488,428.1644,5.0900002,-.116741,-.0296774,-.0534642,-.0180647,-.0183871,-.0245161
1996-02,504.3425,429.74701,4.9400001,-.330019,-.0193548,-.029041899,-.0193548,-.029032201,-.0387096
1996-03,504.66461,429.59161,5.3400002,-.34044299,.0019336001,.0019355,.0019355,.0038709999,.0019355
1996-04,505.04971,430.4256,5.54,-.29427299,.0080564003,.0080645001,.0080645001,.016129,.0080645001
1996-05,505.2417,431.11981,5.6399999,-.327362,0,-3.5800001e-06,.0070968,.0035484,.0070968
1996-06,505.43329,432.00531,5.8099999,-.30397701,0,-6.4400001e-06,.0129032,.0064516002,.0129032
1996-07,505.6246,431.87299,5.8499999,-.373247,-.028064501,-.067326799,-.018709701,-.0093548,-.0093548
1996-08,505.75189,432.52191,5.6700001,-.43653399,-.0019355,-.0155555,-.0012903,.0070968,.0032258001
1996-09,506.06949,433.05161,5.8299999,-.42442501,-.030333299,-.0452777,-.020999899,-.0040752999,-.0125376
1996-10,506.38599,433.05579,5.5500002,-.38140601,-.0996667,-.092000097,-.068999998,-.053666599,-.061333399
1996-11,506.7016,433.87421,5.4200001,-.34966201,-.0060000001,-.0105898,-.0060000001,-.0120001,-.017999999
1996-12,506.95331,434.5137,5.4699998,-.44294301,-.0088387001,-.0017035,-.0039999001,-.0080000004,-.0168387
1997-01,507.14169,434.62701,5.6100001,-.35026199,-.0051612998,.0057135001,0,0,-.0051612998
1997-02,507.32971,435.83191,5.5300002,-.48587099,0,-.031302899,.0085714003,.017142899,.025714301
1997-03,507.3923,436.59741,5.8000002,-.51208401,.0090322001,.0038151999,.016106101,.0197927,.0189631
1997-04,507.4549,436.64221,5.9899998,-.43846899,.030967699,.030967699,.050322499,.058064502,.0503227
1997-05,507.4549,437.3299,5.8699999,-.436481,-.034838699,-.038187001,-.0270967,-.0212903,-.0193548
1997-06,507.6423,437.78131,5.6900001,-.50729001,-.055161498,-.060463,-.042903401,-.033709601,-.0306453
1997-07,507.76709,438.3895,5.54,-.52586198,-.0193548,-.020690201,0,0,0
1997-08,508.01611,439.7059,5.5599999,-.501028,.0035484,-.00069399999,.0041935001,.0062902998,.0062902998
1997-09,508.26459,440.57309,5.52,-.599141,.0058064,-5.7200000e-06,.0056400001,.0085429996,.0088764001
1997-10,508.4505,441.2547,5.46,-.47386,0,0,-.0048334999,-.0048333001,.0048333001
1997-11,508.57431,442.1395,5.46,-.39691699,0,-.026384801,-.0190001,-.018999901,-.022166699
1997-12,508.63611,442.49411,5.5300002,-.45315599,-.0051612998,-.0152752,-.0135806,-.016161401,-.017994599
1998-01,508.75961,442.98761,5.2399998,-.37401801,-.0048386999,0,-.0024194999,-.0048386999,-.0048386999
1998-02,508.75961,443.07639,5.3099999,-.353293,0,0,.0133929,.0178572,.0223215
1998-03,508.75961,443.14191,5.3899999,-.402522,0,-.00032260001,.0016072,.0023042001,.0026785
1998-04,508.883,443.52209,5.3800001,-.47614899,0,-.0096773999,0,.0048386999,0
1998-05,509.1293,444.19019,5.4400001,-.43583101,-.0041935001,-.0108361,-.0062903999,-.0062902998,-.0062902998
1998-06,509.25229,443.60489,5.4099998,-.42187399,-.0058064,-.0150039,-.0087096998,-.0087096998,-.0087096998
1998-07,509.49771,443.17899,5.3600001,-.38560501,.0099900002,-.0051599001,0,.0049999999,.0049999999
1998-08,509.62009,445.2782,5.21,-.040715002,.0045161,.0053877998,-.0022581001,0,-.0022581001
1998-09,509.6813,444.9563,4.71,-.103384,.0101504,.0098754996,-.0024085001,.00066660001,-.0017419
1998-10,509.92569,445.7471,4.1199999,.00044100001,-.071763299,-.086147301,-.1379142,-.1414732,-.1368065
1998-11,510.04761,445.65948,4.5300002,.029069999,-.1129031,-.1416833,-.1314192,-.1218603,-.12886021
1998-12,510.23029,446.01349,4.52,-.106692,0,-.036922701,-.017612901,.0010538,-.0053333002
1999-01,510.4126,446.4603,4.5100002,-.124938,0,0,-.0033869999,-.0033871001,0
1999-02,510.4126,446.89301,4.6999998,-.352341,0,.0051998999,.0139284,.0092856996,.0046428
1999-03,510.4733,447.10721,4.7800002,-.275318,-.0012903,-.0002451,-.00054139999,-.00089859997,-.0019009
1999-04,511.13849,447.33801,4.6900001,-.27951601,-.018709701,-.0093548,-.023387,-.023387101,-.032741901
1999-05,511.19879,448.078,4.8499999,-.27965799,.018064501,-.0053877998,.0541935,.065483801,.074516103
1999-06,511.19879,447.88641,5.0999999,-.21386699,.019602099,-.0075420998,.062639698,.076016203,.086484
1999-07,511.6196,448.5621,5.0300002,-.148228,-.067666501,-.028999999,-.091833398,-.1014999,-.1160001
1999-08,511.85931,448.98071,5.1999998,-.147479,.0038709999,.0090322001,0,-.0012903,-.0064516002
1999-09,512.27728,448.70111,5.25,-.0041589998,.0111289,.0259676,0,-.0037097,-.018548399
1999-10,512.45587,449.97211,5.4299998,-.040454,.034838699,-.0363455,.0653226,.087096699,.087096803
1999-11,512.63422,450.47089,5.5500002,-.078501999,.035166301,.032120701,.049677402,.0504032,.0429032
1999-12,512.87152,451.26431,5.8400002,-.31290099,.0282309,.043008301,.0559678,.0499194,.047741901
2000-01,513.16718,451.34189,6.1199999,-.12087,-.0032258001,.0100064,.029032201,.022580599,.032258201
2000-02,513.57977,451.71939,6.2199998,-.10413,.0048274999,-.057033099,0,.0048276,.024137899
2000-03,514.16638,452.11819,6.2199998,.153359,-.0033724001,-.018536801,-.0017741,.0019466,.0026362999
2000-04,514.10779,452.74271,6.1500001,.32984599,-.0064452002,-.029999999,-.0032258001,.0032258001,.0032258001
2000-05,514.28333,452.89279,6.3299999,.498835,.036129199,.0213315,.025806401,.0283872,.023225799
2000-06,514.86572,452.95041,6.1700001,.54953003,.0323699,.017498299,.0221934,.0236129,.018274199
2000-07,515.15558,452.71909,6.0799999,.60797203,-.013509,-.0224998,-.017999901,-.027000001,-.031500001
2000-08,515.15558,452.4523,6.1799998,.76418,.0016129001,-.0055515999,.0048386999,.0096773999,.0096773999
2000-09,515.67542,452.93741,6.1300001,.81664401,.0033871999,-.0116584,.0101612,.0203226,.0203226
2000-10,515.84802,452.48651,6.0100002,1.252061,.023387,0,.037419301,.046774101,.060806502
2000-11,516.02039,452.47421,6.0900002,1.288705,.0016129001,-.0053278999,.0105808,.0085591003,.0041935001
2000-12,516.24982,452.15491,5.5999999,1.360387,-.0020967,.0224199,.0153871,.010957,0
2001-01,516.82092,451.43329,4.8099999,.90969998,-.1422579,-.32905549,-.1243548,-.085967697,-.085645199
2001-02,517.0484,450.8291,4.6799998,.93511498,.019364599,.0085135,-.019032201,-.040322699,-.049354799
2001-03,517.10522,450.55731,4.3000002,.97314298,-.029032201,.0272748,-.0251613,-.034838699,-.034838699
2001-04,517.27539,450.27869,3.98,.772219,-.2063012,-.14639381,-.17850541,-.2111613,-.1786613
2001-05,517.7843,449.54959,3.78,.68665701,-.28644079,-.30103871,-.25536561,-.2752904,-.25198391
2001-06,518.00958,448.879,3.5799999,.97603202,-.0532258,-.029752299,-.0523009,-.048709601,-.066516198
2001-07,517.8407,448.43729,3.6199999,.56316501,.065000102,.091000102,.0563333,.065000102,.052000001
2001-08,517.8407,448.18021,3.47,.60857999,-.0070968,.0054965001,-.0141935,-.0195162,-.015967799
2001-09,518.2345,447.85349,2.8199999,.99834502,-.0129032,.0099932998,-.025806701,-.0354838,-.029032201
2001-10,517.95343,447.3623,2.3299999,.86524802,-.0387096,-.036212701,-.058064502,-.058064502,-.058064502
2001-11,517.89697,446.82141,2.1800001,-.427836,-.1179571,-.1262071,-.1352687,-.1561022,-.1436021
2001-12,517.8407,446.8461,2.22,.359763,-.043655898,-.0302501,-.074086197,-.1019626,-.099462502
2002-01,518.00958,447.4606,2.1600001,.50076699,-.0083871,-.0008872,-.0212903,-.032258,-.031935502
2002-02,518.17828,447.42059,2.23,.71221,.018709701,.023387199,.018709701,.023387199,.0280647
